Rapaport Trade Lot #,Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,Rapaport Trade Price,Rapaport Trade Discount %,Cash Price,Cash Price Discount %,BuyNow $/ct,BuyNow rap%,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Sarine Loupe,Report File Name,Report 2 File name,Website Link,Image 1,Image 2,Image 3,Image 4,Image 5,VideoURL 1,VideoURL 2,VideoURL 3,VideoURL 4,VideoURL 5,Document 1,Document 2,Document 3,Document 1 Type,Document 2 Type,Document 3 Type,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones,Tracr ID,Display Cert Number
124568399,HJDDBR3680,G,Round,0.26,E,VVS2,EX,EX,EX,N,,4.10-4.12x2.54,,GIA,6371198924,,,1702,0.135,1647,0.098,,,61.9,58,M,STK,4,Faceted,N,Pointed,13.5,33,44.5,41.8,GIA 6371198924,,"Cloud,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,2/6/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
124568400,HJDDBR3679,G,Round,0.26,E,VVS2,EX,EX,EX,N,,4.10-4.13x2.51,,GIA,1378295150,,,1702,0.135,1647,0.098,,,60.9,57,M,STK,4,Faceted,N,Pointed,14,33,43,40.8,GIA 1378295150,,"Cloud,  Pinpoint,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,01/16/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
119170448,HJDDBR2835,G,Round,0.27,E,VVS1,EX,EX,EX,N,,4.16-4.18x2.56,,GIA,2367026805,,,1976,0.317,1922,0.281,,,61.4,58,M,STK,4,Faceted,N,Pointed,13,32,44.5,41.8,GIA 2367026805,,"Pinpoint,  Internal Graining,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,Hearts and Arrows,,,,,,,,,,,,,,,,,,,,,,,09/16/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
119170451,HJDDBR2836,G,Round,0.27,E,VVS1,EX,EX,EX,N,,4.15-4.17x2.57,,GIA,2367130383,,,1976,0.317,1922,0.281,,,61.9,59,M,M,4,Faceted,N,Pointed,14.5,35.5,43.5,41.2,GIA 2367130383,,"Cavity,  Manufacturing Remnant", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,Hearts and Arrows,,,,,,,,,,,,,,,,,,,,,,,09/26/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568420,HJDDBR3654,G,Round,0.27,E,VVS1,EX,EX,EX,N,,4.15-4.17x2.55,,GIA,7376738894,,,1976,0.317,1922,0.281,,,61.4,59,M,STK,3.5,Faceted,N,Pointed,13.5,33,44.5,41.6,GIA 7376738894,,"Pinpoint,  Manufacturing Remnant", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,02/22/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568421,HJDDBR3655,G,Round,0.27,E,VVS2,EX,EX,EX,N,,4.18-4.20x2.57,,GIA,5373647903,,,2234.43,0.49,2051.43,0.368,,,61.4,58,M,M,3,Faceted,N,Pointed,15,36,43,40.8,GIA 5373647903,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,02/16/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
120097754,HJDDBR2688,G,Round,0.28,E,IF,EX,EX,EX,N,,4.22-4.25x2.58,,GIA,5353820689,,,2232.6,0.488,2196,0.464,,,60.9,59,M,STK,4,Faceted,N,Pointed,13,31.5,44.5,41.6,GIA 5353820689,,Minor Details Of Polish, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/26/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
120610887,HJDDBR3046,G,Round,0.28,E,VVS1,EX,EX,EX,N,,4.28-4.30x2.55,,GIA,7352502617,,,2285.67,0.524,2232.6,0.488,,,59.4,58,M,M,3,Faceted,N,Pointed,13,31.5,44,41.4,GIA 7352502617,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,7/3/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
172454402,CH1840,NA,Round,1,E,VVS1,VG,EX,VG,N,,6.29-6.42x4.01,Yes,GIA,17218762,,,5406,-0.47,5100,-0.5,,,63.1,55,M,TK,4,Faceted,N,,15.5,34.5,43.5,41,GIA 17218762,A pinpoint is not shown.,"Pinpoint,  Feather",,50,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,07/31/2025 00:00:00,Diamond Grading Report,,,TRUE,1,,,1
172454426,CH1782,NA,Round,1,E,VVS1,VG,EX,G,N,,6.33-6.41x4.04,Yes,GIA,17417724,,,5406,-0.47,5100,-0.5,,,63.4,55,TN,STK,4,Faceted,N,,15.5,34.5,43.5,41.2,GIA 17417724,,"Pinpoint,  Cloud",,50,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,07/31/2025 00:00:00,Diamond Grading Report,,,TRUE,1,,,1
172456884,CH1569,NA,Round,1.07,E,VVS2,EX,EX,EX,M,B,6.53-6.58x4.05,Yes,GIA,16941719,,,3645,-0.55,3402,-0.58,,,61.8,59,M,STK,4,Faceted,N,,13.5,33.5,44.5,41.8,,Additional pinpoints are not shown.,Pinpoint,"No BGM No Black, 100% Eye Clean, value for money, good spead. Stone in HK. For Best Price or more details WhatsApp +85269731885 / WeChat DiamondRepublic",55,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,03/26/2008 00:00:00,Diamond Grading Report,,,TRUE,1,,,1
124568207,HJDDBR3873,G,Round,0.19,F,IF,EX,EX,EX,N,,3.70-3.71x2.26,,GIA,5376119959,,,1963,0.596,1812,0.473,,,61.1,59,M,STK,3.5,Faceted,N,Pointed,13.5,33.5,44,41.6,GIA 5376119959,,"Natural,  Minor Details Of Polish", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,1/4/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
124568208,HJDDBR3872,G,Round,0.19,F,IF,EX,EX,EX,N,,3.77-3.79x2.23,,GIA,1363887469,,,1963,0.596,1812,0.473,,,59,59,TN,M,3,Faceted,N,Pointed,13,33,43,40.8,GIA 1363887469,,Minor Details Of Polish, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,1/9/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
118324709,HJDDBR2577,G,Round,0.21,F,VVS2,EX,EX,EX,N,,3.82-3.83x2.38,,GIA,7311527625,,,1887.5,0.535,1736.5,0.412,,,62.1,56,M,STK,3.5,Faceted,N,Pointed,15.5,35.5,43,40.8,GIA 7311527625,,"Feather,  Pinpoint,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,12/25/2018 00:00:00,Diamond Dossier,India,,TRUE,1,,,1
118324715,HJDDBR2583,G,Round,0.22,F,VVS1,EX,EX,EX,N,,3.87-3.89x2.41,,GIA,6301255479,,,1887.5,0.535,1736.5,0.412,,,62,58,M,STK,3.5,Faceted,N,Pointed,14.5,35,43.5,41.2,GIA 6301255479,,"Pinpoint,  Feather,  Cavity", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/24/2018 00:00:00,Diamond Dossier,India,,TRUE,1,,,1
118324716,HJDDBR2584,G,Round,0.22,F,VS2,EX,EX,EX,N,,3.86-3.87x2.40,,GIA,2314463401,,,1550,0.396,1512,0.362,,,62.1,54,M,STK,3.5,Faceted,N,Pointed,15.5,34.5,43,40.8,GIA 2314463401,,"Feather,  Crystal", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,12/18/2018 00:00:00,Diamond Dossier,India,,TRUE,1,,,1
124568304,HJDDBR3779,G,Round,0.22,F,VVS1,EX,EX,EX,N,,3.89-3.90x2.34,,GIA,1373719252,,,1917.7,0.559,1766.7,0.436,,,60.2,61,M,STK,4.5,Faceted,N,Pointed,12.5,32.5,43,40.8,GIA 1373719252,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,02/25/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568305,HJDDBR3788,G,Round,0.22,F,VVS2,EX,EX,EX,N,,3.86-3.88x2.40,,GIA,3365855725,,,1887.5,0.535,1736.5,0.412,,,62,59,M,STK,4,Faceted,N,Pointed,13.5,33.5,44.5,41.6,GIA 3365855725,,"Cloud,  Feather,  Pinpoint,  Indented Natural", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,12/4/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
124568310,HJDDBR3756,G,Round,0.23,F,VVS2,EX,EX,EX,N,,4.02-4.04x2.40,,GIA,2356162956,,,1903,0.269,1848,0.232,,,59.5,59,TN,STK,3,Faceted,N,Pointed,14,34,42.5,40.6,GIA 2356162956,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,3/12/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
124568311,HJDDBR3757,G,Round,0.23,F,VVS2,EX,EX,EX,N,,4.03-4.04x2.41,,GIA,6362241589,,,1903,0.269,1848,0.232,,,59.7,58,TN,M,2.5,Faceted,N,Pointed,14.5,34,43,40.6,GIA 6362241589,,"Feather,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/9/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
120990764,HJDDBR3159,G,Round,0.24,F,IF,EX,EX,EX,N,,4.02-4.04x2.49,,GIA,5366315766,,,1903,0.269,1848,0.232,,,61.9,57,M,STK,3.5,Faceted,N,Pointed,14.5,34,43.5,41.2,GIA 5366315766,,Minor Details Of Polish, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/22/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568353,HJDDBR3744,NA,Round,0.24,F,VVS2,EX,EX,EX,N,,4.03-4.05x2.44,,GIA,6375030108,,,1903,0.269,1848,0.232,,,60.4,58,TN,M,3,Faceted,N,Pointed,14.5,35,43,40.8,GIA 6375030108,,"Feather,  Cloud,  Indented Natural,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,12/21/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
120990769,HJDDBR3161,NA,Round,0.25,F,VVS1,EX,EX,EX,N,,4.06-4.07x2.48,,GIA,6361555660,,,1903,0.269,1848,0.232,,,61,57,M,STK,4,Faceted,N,Pointed,14,33,43.5,41,GIA 6361555660,,Cavity, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/5/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
119170780,HJDDBR2867,G,Round,0.26,F,VVS1,EX,EX,EX,N,,4.04-4.07x2.56,,GIA,1343852382,,,1903,0.269,1848,0.232,,,63,56,M,STK,3.5,Faceted,N,Pointed,16,36.5,43,41,GIA 1343852382,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,Hearts and Arrows,,,,,,,,,,,,,,,,,,,,,,,02/14/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
120990772,HJDDBR3168,G,Round,0.26,F,IF,EX,EX,EX,N,,4.10-4.12x2.53,,GIA,2364469934,,,1903,0.269,1848,0.232,,,61.5,57,STK,STK,4,Faceted,N,Pointed,13.5,32.5,44,41.4,GIA 2364469934,,"Surface Graining,  Minor Details Of Polish", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/30/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
120990774,HJDDBR3169,G,Round,0.26,F,VVS1,EX,EX,EX,N,,4.09-4.11x2.56,,GIA,2367568248,,,1903,0.269,1848,0.232,,,62.3,57,M,STK,3.5,Faceted,N,Pointed,16,36.5,43,40.8,GIA 2367568248,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/6/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
120990775,HJDDBR3166,G,Round,0.26,F,VVS1,EX,EX,EX,N,,4.12-4.15x2.50,,GIA,2357827925,,,1903,0.269,1848,0.232,,,60.5,59,M,STK,3.5,Faceted,N,Pointed,13,32,44,41.6,GIA 2357827925,,"Pinpoint,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/28/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568403,HJDDBR3671,G,Round,0.26,F,IF,EX,EX,EX,N,,4.07-4.10x2.55,,GIA,2374164891,,,1903,0.269,1848,0.232,,,62.4,57,M,STK,3.5,Faceted,N,Pointed,15.5,36,43.5,41,GIA 2374164891,,Minor Details Of Polish, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,01/25/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568405,HJDDBR3676,G,Round,0.26,F,VVS1,EX,EX,EX,N,,4.11-4.14x2.53,,GIA,7371030023,,,1903,0.269,1848,0.232,,,61.3,58,M,STK,4,Faceted,N,Pointed,14,34,43.5,41,GIA 7371030023,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,12/21/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
124568406,HJDDBR3682,G,Round,0.26,F,VVS2,EX,EX,EX,N,,4.09-4.11x2.53,,GIA,6362649961,,,1903,0.269,1848,0.232,,,61.8,59,M,STK,4,Faceted,N,Pointed,14.5,35,43.5,41,GIA 6362649961,,"Cloud,  Indented Natural,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,12/3/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
124568407,HJDDBR3683,G,Round,0.26,F,VVS2,EX,EX,EX,N,,4.14-4.16x2.52,,GIA,6375420659,,,1903,0.269,1848,0.232,,,60.7,56,M,STK,3.5,Faceted,N,Pointed,14,32.5,43,40.8,GIA 6375420659,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,2/10/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
151362227,HJDDBR2701,G,Round,0.26,F,IF,EX,EX,EX,N,,4.13-4.15x2.48,,GIA,5353134448,,,1903,0.269,1848,0.232,,,60,59,M,STK,4,Faceted,N,,12.5,31.5,43,41,GIA 5353134448,,Minor Details Of Polish, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,45,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,3/5/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
118645388,HJDDBR2653,G,Round,0.27,F,IF,EX,EX,EX,N,,4.12-4.15x2.58,,GIA,2354581883,,,2102.67,0.402,2013,0.342,,,62.3,58,M,STK,4,Faceted,N,Pointed,14.5,35,43.5,41.2,GIA 2354581883,,Minor Details Of Polish, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,07/20/2020 00:00:00,Diamond Dossier,USA,,TRUE,1,,,1
119170447,HJDDBR2865,G,Round,0.27,F,VVS1,EX,EX,EX,N,,4.16-4.19x2.58,,GIA,2358912543,,,2102.67,0.402,2013,0.342,,,61.7,58,STK,STK,4.5,Faceted,N,Pointed,13,31.5,44.5,41.8,GIA 2358912543,,"Pinpoint,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,Hearts and Arrows,,,,,,,,,,,,,,,,,,,,,,,9/4/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
119170449,HJDDBR2866,G,Round,0.27,F,VVS1,EX,EX,EX,N,,4.19-4.21x2.55,,GIA,2368201185,,,2102.67,0.402,2013,0.342,,,60.7,60,M,STK,3.5,Faceted,N,Pointed,12.5,31.5,44.5,41.8,GIA 2368201185,,"Cloud,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,Hearts and Arrows,,,,,,,,,,,,,,,,,,,,,,,10/6/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
120098503,HJDDBR2916,G,Round,0.27,F,VVS2,EX,EX,EX,N,,4.15-4.18x2.57,,GIA,2354726554,,,1923.33,0.282,1870.26,0.247,,,61.6,58,M,STK,4,Faceted,N,Pointed,13.5,32.5,44,41.6,GIA 2354726554,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,Hearts and Arrows,,,,,,,,,,,,,,,,,,,,,,,8/6/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
121150803,HJDDBR3267,G,Round,0.27,F,VVS1,EX,EX,EX,N,,4.13-4.15x2.57,,GIA,2211164324,,,2102.67,0.402,2013,0.342,,,62.1,58,M,STK,4,Faceted,N,Pointed,14.5,35,44,41.4,GIA 2211164324,,Chip, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,09/25/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
121150804,HJDDBR3268,G,Round,0.27,F,VVS1,EX,EX,EX,N,,4.14-4.17x2.58,,GIA,7362734364,,,2102.67,0.402,2013,0.342,,,62,59,M,STK,4,Faceted,N,Pointed,14,34,44,41.6,GIA 7362734364,,"Cloud,  Pinpoint,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/24/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
120990776,HJDDBR3170,G,Round,0.28,F,VVS1,EX,EX,EX,N,,4.15-4.18x2.60,,GIA,2366575582,,,2102.67,0.402,2013,0.342,,,62.3,58,M,STK,4,Faceted,N,Pointed,14.5,34.5,43.5,41.2,GIA 2366575582,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/9/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
102759438,HJDDBR2010,G,Round,0.74,F,I1,,EX,EX,N,,5.82-5.84x3.60,,GIA,6204033264,,,2470,0.544,2386.8,0.492,,,61.8,53,M,STK,,Faceted,N,Pointed,,,,,"GIA 6204033264, [SOLASFERA�� SYMBOL] 7",,Twinning Wisp,"SOLASFERA Round Modified Brilliant Cut Diamond, Beautiful 91-Factes, No BGM",,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,02/13/2019 00:00:00,Diamond Dossier,United States,,TRUE,1,,,1
118324718,HJDDBR2586,G,Round,0.23,G,IF,EX,EX,EX,N,,4.00-4.02x2.41,,GIA,7303940085,,,1771,0.428,1690,0.363,,,60.1,59,M,STK,4,Faceted,N,Pointed,13,32.5,43,41,GIA 7303940085,,Minor Details Of Polish, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/30/2018 00:00:00,Diamond Dossier,India,,TRUE,1,,,1
118299400,HJDDBR2561,G,Round,0.26,G,VVS2,EX,EX,EX,N,,4.05-4.08x2.53,,GIA,1309680342,,,1771,0.428,1690,0.363,,,62.2,59,M,STK,4,Faceted,N,Pointed,15,35.5,43.5,41,GIA 1309680342,,"Feather,  Indented Natural,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,55,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,Hearts and Arrows,,,,,,,,,,,,,,,,,,,,,,,09/27/2018 00:00:00,Diamond Dossier,,,TRUE,1,,,1
168118940,HJDDBR4653,M,Round,2.08,G,I2,EX,EX,EX,N,,8.28-8.33x4.97,Yes,GIA,5222713045,,,2975,-0.15,2870,-0.18,,,59.9,59,TN,M,3,Faceted,N,,13.5,33,43,41,GIA 5222713045,"Additional clouds, pinpoints and surface graining are not shown.","Feather,  Crystal,  Knot,  Cloud,  Needle,  Indented Natural", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,WT1,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/3/2022 0:00,Diamond Grading Report,,,TRUE,1,,,1
134839571,HJDDBR4336,G,Round,5.06,I,VVS2,EX,EX,EX,N,,11.16-11.21x6.63,Yes,GIA,6422045003,,,20790,-0.34,19845,-0.37,,,59.3,60,M,M,3,Faceted,N,Pointed,13,33.5,43,40.8,GIA 6422045003,,"Cloud,  Needle,  Bruise",Stone in HK. 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,WC0,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,01/24/2022 00:00:00,Diamond Grading Report,Hong Kong,,TRUE,1,,,1
144308028,HJDDBR4468,G,Round,1,L,SI1,VG,EX,EX,N,,6.27-6.31x4.03,,GIA,1439887659,,,1600,-0.158,1500,-0.211,,,64.1,56,STK,TK,4.5,Faceted,N,,16,35.5,43.5,41.2,GIA 1439887659,A cloud is not shown. Pinpoints are not shown.,"Crystal,  Indented Natural,  Natural", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,50,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,7/12/2022 0:00,Diamond Grading Report,,,TRUE,1,,,1
155626629,HJDDBR4566,G,Round,3.95,L,VS1,EX,EX,EX,S,B,10.05-10.10x6.32,,GIA,2194739855,,,7519,-0.27,7210,-0.3,,,62.7,57,M,M,3.5,Faceted,N,,15.5,35.5,43.5,41.2,GIA 2194739855,Additional clouds are not shown. Additional pinpoints are not shown.,"Crystal,  Pinpoint,  Cloud,  Indented Natural",,50,,,None,None,,,,,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,04/13/2021 00:00:00,Diamond Grading Report,,,TRUE,1,,,1
172454171,CH3107,NA,Round,1.03,N,VVS2,F,G,VG,N,,6.22-6.28x4.19,Yes,GIA,6115795888,,,1400,-0.364,1300,-0.409,,,67,55,STK,TK,5,,N,Pointed,18,39,44,41.6,GIA 6115795888,Clarity grade is based on feathers in the girdle that are not shown.,"Pinpoint,  Natural",,55,None,None,None,None,None,,,,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,07/16/2025 00:00:00,Diamond Grading Report,Hong Kong,,TRUE,1,,,1
